Date,Open,High,Low,Close,Volume,sentiment,signal,equity
2025-03-19,385.525,389.68,384.0,387.82,19185532.0,0.0,Hold,0.9255858306072262
2025-03-20,385.735,391.785,383.28,386.84,18470542.0,0.0,Hold,0.9232469256668027
2025-03-21,383.215,391.74,382.8,391.26,39675928.0,0.0,Hold,0.933795864275652
2025-03-24,395.4,395.4,389.81,393.08,21004548.0,0.0,Hold,0.9381395448792957
2025-03-25,393.915,396.36,392.64,395.16,15774968.0,0.0,Hold,0.9431037512834601
2025-03-26,395.0,395.31,388.57,389.97,16132906.0,0.0,Hold,0.9307171016499923
2025-03-27,390.13,392.24,387.395,390.58,13766761.0,0.0,Hold,0.9321729506435212
2025-03-28,388.08,389.13,376.93,378.8,21632016.0,0.0,Hold,0.9040583586045519
2025-03-31,372.535,377.07,367.24,375.39,35184676.0,0.0,Hold,0.8959199240669554
2025-04-01,374.65,382.85,373.23,382.19,19689503.0,0.0,Hold,0.912149060388262
2025-04-02,377.965,385.08,376.62,382.14,16092555.0,0.0,Hold,0.9120297285035466
2025-04-03,374.785,377.48,369.35,373.11,30197997.0,0.0,Hold,0.8904783901239292
2025-04-04,364.125,374.59,359.48,359.84,49209854.0,0.0,Hold,0.858807707920438
2025-04-07,350.88,370.9999,344.79,357.86,50424998.0,0.0,Hold,0.8540821652857047
2025-04-08,368.255,373.65,350.25,354.56,35868918.0,0.0,Hold,0.8462062608944823
2025-04-09,353.535,393.225,353.1,390.49,50199696.0,0.0,Hold,0.9319581532510334
2025-04-10,382.06,383.9,367.8,381.35,38024368.0,0.0,Hold,0.9101442847250418
2025-04-11,380.635,390.05,378.89,388.45,23839220.0,0.0,Hold,0.9270894123546414
2025-04-14,393.22,394.65,384.21,387.81,19251172.0,0.0,Hold,0.9255619642302831
2025-04-15,388.505,391.89,384.1599,385.73,17199890.0,0.0,Hold,0.9205977578261189
2025-04-16,380.67,381.61,368.0,371.61,21967826.0,0.0,Hold,0.8868984335824645
2025-04-17,373.745,374.3215,366.89,367.78,21120192.0,0.0,Hold,0.8777576112132579
2025-04-21,362.815,364.48,355.67,359.12,20807279.0,0.0,Hold,0.8570893287805351
2025-04-22,363.375,367.77,359.8602,366.82,19484993.0,0.0,Hold,0.8754664390267206
2025-04-23,376.06,380.39,373.02,374.39,20545526.0,0.0,Hold,0.8935332863726457
2025-04-24,375.695,388.45,375.19,387.3,22232289.0,0.0,Hold,0.9243447790061853
2025-04-25,387.0,392.16,384.6,391.85,18973165.0,0.0,Hold,0.9352039805152949
2025-04-28,391.955,392.74,386.638,391.16,16579430.0,0.0,Hold,0.933557200506221
2025-04-29,391.3,395.1,390.38,394.04,14973976.0,0.0,Hold,0.9404307170658334
2025-04-30,390.3,396.66,384.44,395.26,36461075.0,0.0,Hold,0.9433424150528913
2025-05-01,431.11,436.99,424.9,425.4,58938100.0,0.0,Hold,1.0152756751593885
2025-05-02,431.74,439.44,429.985,435.28,30757434.0,0.0,Hold,1.0388556555791695
2025-05-05,432.87,439.5,432.11,436.17,20136053.0,0.0,Hold,1.0409797631271054
2025-05-06,432.2,437.73,431.17,433.31,15104204.0,0.0,Hold,1.0341539793213794
2025-05-07,433.84,438.12,431.1103,433.35,23307241.0,0.0,Hold,1.034249444829152
2025-05-08,437.93,443.67,435.66,438.17,23491330.0,0.0,Hold,1.0457530385157252
2025-05-09,440.0,440.74,435.88,438.73,15324233.0,0.0,Hold,1.0470895556245388
2025-05-12,445.94,449.37,439.78,449.26,22821935.0,0.0,Hold,1.0722208505456208
2025-05-13,447.78,450.6733,445.36,449.14,23618819.0,0.0,Hold,1.0719344540223035
2025-05-14,448.14,453.9,448.14,452.94,19902796.0,0.0,Hold,1.0810036772606808
2025-05-15,450.765,456.19,450.4301,453.13,21992323.0,0.0,Hold,1.0814571384225995
2025-05-16,452.05,454.36,448.73,454.27,23849781.0,0.0,Hold,1.0841779053941125
2025-05-19,450.875,459.585,450.8,458.87,21336509.0,0.0,Hold,1.0951564387879378
2025-05-20,455.59,458.34,454.3201,458.17,15441808.0,0.0,Hold,1.093485792401921
2025-05-21,454.57,457.78,451.814,452.57,19216906.0,0.0,Hold,1.080120621313786
2025-05-22,454.95,460.25,453.9,454.86,18025612.0,0.0,Hold,1.0855860216337554
2025-05-23,449.98,453.69,448.91,450.18,16883509.0,0.0,Hold,1.0744165572243856
2025-05-27,456.48,460.95,456.115,460.69,20974293.0,0.0,Hold,1.0995001193915814
2025-05-28,461.22,462.52,456.93,457.36,17086261.0,0.0,Hold,1.09155261586953
2025-05-29,461.55,461.72,455.3105,458.68,13982211.0,0.0,Hold,1.0947029776260186
2025-05-30,459.715,461.68,455.54,460.36,34770475.0,0.0,Hold,1.098712528952459
2025-06-02,457.14,462.11,456.89,461.97,16626495.0,0.0,Hold,1.102555015640298
2025-06-03,461.47,464.14,460.8622,462.97,15743760.0,0.0,Hold,1.1049416533346077
2025-06-04,464.0,465.69,463.0201,463.87,14162688.0,0.0,Hold,1.1070896272594863
2025-06-05,464.955,469.65,464.03,467.68,20154460.0,0.0,Hold,1.1161827168748066
2025-06-06,470.085,473.335,468.78,470.38,15285624.0,0.0,Hold,1.122626638649443
2025-06-09,469.7,473.43,468.62,472.75,16469932.0,0.0,Hold,1.1282829699849573
2025-06-10,471.185,472.8,466.96,470.92,15375944.0,0.0,Hold,1.1239154230043704
2025-06-11,470.02,475.47,469.655,472.62,16399176.0,0.0,Hold,1.127972707084697
2025-06-12,475.02,480.415,473.52,478.87,18950582.0,0.0,Hold,1.1428891926741334
2025-06-13,476.41,479.18,472.76,474.96,16814456.0,0.0,Hold,1.1335574392893821
2025-06-16,475.21,480.6943,475.0,479.14,15626104.0,0.0,Hold,1.143533584851597
2025-06-17,475.395,478.7399,474.08,478.04,15414128.0,0.0,Hold,1.1409082833878563
2025-06-18,478.0,481.0,474.46,480.24,17526452.0,0.0,Hold,1.1461588863153378
2025-06-20,482.23,483.46,476.87,477.4,37576206.0,0.0,Hold,1.139380835263498
2025-06-23,478.21,487.75,472.51,486.0,24863952.0,0.0,Hold,1.1599059194345622
2025-06-24,488.95,491.849,486.795,490.11,22305642.0,0.0,Hold,1.1697150003581755
2025-06-25,492.04,494.5556,489.39,492.27,17495099.0,0.0,Hold,1.1748701377778845
2025-06-26,492.98,498.04,492.81,497.45,21578853.0,0.0,Hold,1.1872329210344092
